"10878","When driving you should not wear sandals or platform shoes. ","True","False","optionT"
"12638","When proceeding on the main through lanes it is safer to drive using the white line on the left side of the lane as your guide and proceed on the section slightly to the left of the center of the vehicular lane you are proceeding in. ","True","False","optionT"
"12317","Vehicles for business use such as buses or taxis must be inspected once every day before operating ","True","False","optionT"
"10153","When you attempt to change lanes while moving in one direction, you should signal 3 seconds in advance of changing lanes. ","True","False","optionT"
"12754","A towing license is required in addition to a large-size vehicle license when a truck equipped with the towing device is towing a vehicle with a total weight of 750kg or more. ","True","False","optionT"
"11927","When passing near a pedestrian a driver must leave a safe, wide berth between the vehicle and the pedestrian or slow down. ","True","False","optionT"
"10960","You may not stop or park within the areas where the sidewalk is marked as shown on the left, except when you stop in conformity with a traffic light indication or to avoid danger.  <hr><img src=https://nihondrive.com/uploads/quiz/you-may-not-stop-or-park-within-the-area-887.png width=70%> ","True","False","optionF"
"12319","When braking, a driver must depress the brake pedal as strongly as possible. ","True","False","optionF"
"12084","A vehicle may cross to the right to a minimum extent when it cannot proceed on the left side of the road due to road constructions, road damage or other similar situations. ","True","False","optionT"
"10462","You do not need to be concerned about other drivers or pedestrians in the traffic as long as you are observing the traffic rules. ","True","False","optionF"
"12976","When you drive by pedestrians, you must create a safe distance between or slow down. ","True","False","optionT"
"12772","When the facing traffic signal is green, automobiles may proceed straight ahead or make a left or right turn. However, there are some intersections where motorized bicycles may proceed straight ahead or make a left turn but may not make a right turn. ","True","False","optionT"
"7758","Wheelbase differential refers to the &quot;allowance&quot; when you turn the steering wheel inwardly. ","True","False","optionF"
"12918","Changing lanes or passing an automobile or motorized bicycle to overtake is prohibited in tunnels without vehicular lanes. ","True","False","optionT"
"12107","When you catch up with a route bus, which has stopped at a bus station,  you must wait behind the bus until it starts to move forward. ","True","False","optionF"
"12371","The seating capacity listed on the Motor Vehicle Inspection Certificate also counts the driver as one ","True","False","optionT"
"11376","When you turn the steering wheel too quickly your vehicle is apt to be overturned due to the effect of centrifugal force. ","True","False","optionT"
